forwarders;clients;processes;layout;spatiality;odirect;stonewall;request;total;operation;time;transfered;bandwidth
2;8;384;1;1;1;60;8192;131072;write;71.15737;11680.0;164.14323
4;16;768;1;1;1;60;4096;131072;write;73.82849;11248.0;152.35311
4;16;192;0;0;1;60;6144;131072;write;54.35609;130176.0;2394.87445
1;16;768;0;0;1;60;6144;131072;write;65.87329;31890.0;484.1112
2;8;192;0;0;1;60;8192;131072;write;60.60928;98808.0;1630.24541
2;8;96;1;0;1;60;1024;131072;write;61.01318;6804.0;111.51688
8;8;384;1;0;1;60;1024;131072;write;62.88486;3643.0;57.93127
1;32;384;1;0;1;60;128;131072;write;60.18502;7119.5;118.29356
2;8;192;0;0;1;60;128;131072;write;60.01965;44599.625;743.08375
2;32;384;1;0;1;60;6144;131072;write;72.02526;15090.0;209.50984
2;32;384;0;0;1;60;512;131072;write;60.58719;15084.0;248.96352
2;16;192;0;0;1;60;32;131072;write;60.01536;14528.125;242.07344
4;16;384;1;1;1;60;1024;131072;write;64.52018;2689.0;41.67688
8;32;768;1;1;1;60;8192;131072;write;75.29457;11840.0;157.24905
2;32;768;0;0;1;60;128;131072;write;60.09655;37262.125;620.03771
8;8;192;1;1;1;60;6144;131072;write;69.71333;5688.0;81.59128
2;32;384;1;0;1;60;4096;131072;write;66.49308;10212.0;153.5799
1;32;768;0;0;1;60;6144;131072;write;66.95203;31794.0;474.87733
2;32;384;0;0;1;60;6144;131072;write;61.50793;82134.0;1335.33994
4;32;1536;1;1;1;60;8192;131072;write;68.91204;12288.0;178.31427
2;8;96;1;1;1;60;8192;131072;write;63.07786;10576.0;167.66581
1;32;768;1;1;1;60;6144;131072;write;85.0189;9216.0;108.39943
1;8;192;1;1;1;60;6144;131072;write;69.67174;4704.0;67.51661
8;32;1536;0;0;1;60;6144;131072;write;31.46537;129024.0;4100.5078
4;16;384;1;0;1;60;8192;131072;write;72.95304;14952.0;204.95377
8;32;768;0;0;1;60;512;131072;write;60.42274;59355.5;982.33715
8;8;96;1;0;1;60;128;131072;write;60.15514;9148.0;152.07346
4;16;192;1;1;1;60;128;131072;write;60.14607;9265.5;154.04995
4;32;384;1;0;1;60;128;131072;write;60.29558;9885.625;163.95273
4;8;384;0;0;1;60;128;131072;write;60.28982;103524.5;1717.1142
1;8;384;1;1;1;60;6144;131072;write;61.26064;6912.0;112.82937
1;32;1536;1;1;1;60;1024;131072;write;62.80272;6191.0;98.57854
8;16;384;1;0;1;60;128;131072;write;60.34324;7964.125;131.98039
2;16;384;0;0;1;60;6144;131072;write;61.05762;77730.0;1273.05981
4;8;384;1;1;1;60;32;131072;write;60.04043;7909.71875;131.73988
4;16;384;1;0;1;60;32;131072;write;60.29187;7310.53125;121.25236
2;16;384;1;0;1;60;8192;131072;write;66.74746;19040.0;285.2543
1;16;768;1;1;1;60;4096;131072;write;77.03358;9208.0;119.53229
2;16;768;1;1;1;60;6144;131072;write;64.07461;9216.0;143.83231
1;32;1536;1;1;1;60;32;131072;write;60.31134;7198.09375;119.34894
8;8;96;1;0;1;60;32;131072;write;60.16847;13341.96875;221.74354
8;16;384;0;0;1;60;512;131072;write;60.22946;59774.5;992.44626
8;8;384;1;0;1;60;1024;131072;write;63.05563;5844.0;92.68007
1;8;384;1;0;1;60;6144;131072;write;65.57568;6906.0;105.31344
2;16;384;1;0;1;60;32;131072;write;60.11583;9741.09375;162.03875
2;8;96;1;0;1;60;4096;131072;write;62.47261;9556.0;152.96304
4;32;1536;0;0;1;60;512;131072;write;61.1916;23018.0;376.16276
1;32;768;1;0;1;60;512;131072;write;62.02659;2287.0;36.87129
2;16;384;1;0;1;60;6144;131072;write;69.72347;10998.0;157.73742
8;32;1536;1;1;1;60;32;131072;write;60.16503;9257.8125;153.87364
8;16;384;1;1;1;60;8192;131072;write;74.47668;11024.0;148.01949
4;32;768;1;1;1;60;32;131072;write;60.85865;8691.21875;142.80991
8;8;192;0;0;1;60;512;131072;write;60.26122;64198.0;1065.32851
4;16;192;0;0;1;60;1024;131072;write;60.16265;63793.0;1060.34223
8;16;192;0;0;1;60;4096;131072;write;33.15877;130560.0;3937.41944
4;16;384;1;0;1;60;512;131072;write;63.22426;2701.0;42.72094
1;8;192;1;0;1;60;4096;131072;write;66.23482;6600.0;99.64548
4;8;192;1;0;1;60;512;131072;write;61.13632;4435.5;72.55099
8;16;384;1;0;1;60;32;131072;write;60.24264;9404.78125;156.11502
2;16;384;1;1;1;60;512;131072;write;64.46038;1953.0;30.29768
2;16;768;0;0;1;60;6144;131072;write;62.27189;78654.0;1263.0739
4;8;96;1;0;1;60;8192;131072;write;63.75976;10120.0;158.7208
4;32;1536;1;1;1;60;32;131072;write;60.22251;10102.875;167.75913
1;8;96;0;0;1;60;128;131072;write;74.48565;25793.75;346.29152
2;16;384;1;0;1;60;128;131072;write;60.08662;15884.375;264.35796
2;32;1536;1;0;1;60;4096;131072;write;94.99781;12236.0;128.80297
2;16;192;1;0;1;60;512;131072;write;60.69585;6346.0;104.55411
8;8;192;1;0;1;60;32;131072;write;60.22094;11721.9375;194.64887
4;8;96;1;1;1;60;128;131072;write;60.04486;10674.125;177.76918
8;32;1536;0;0;1;60;1024;131072;write;61.34681;90928.0;1482.19613
4;16;192;1;1;1;60;32;131072;write;60.06884;7664.53125;127.5958
8;8;384;1;0;1;60;6144;131072;write;78.45799;8340.0;106.29892
1;16;192;0;0;1;60;512;131072;write;61.42137;6697.0;109.03371
4;8;192;1;1;1;60;8192;131072;write;66.10041;10872.0;164.47703
8;16;768;1;1;1;60;4096;131072;write;77.11975;9620.0;124.74107
8;8;192;1;0;1;60;128;131072;write;60.41558;14858.125;245.93202
1;8;192;1;1;1;60;32;131072;write;60.03921;6728.28125;112.06478
8;32;768;1;1;1;60;6144;131072;write;95.10382;9540.0;100.31143
2;16;192;0;0;1;60;6144;131072;write;60.57287;76998.0;1271.16322
2;32;1536;1;1;1;60;128;131072;write;60.5459;15642.875;258.36389
4;16;384;1;1;1;60;32;131072;write;60.12875;8106.375;134.81695
8;8;192;1;0;1;60;6144;131072;write;67.52987;7284.0;107.86338
2;16;768;0;0;1;60;8192;131072;write;62.59226;107784.0;1722.00211
2;32;384;1;1;1;60;4096;131072;write;65.81534;8904.0;135.28761
2;8;384;1;1;1;60;1024;131072;write;66.01465;4431.0;67.12147
8;8;384;0;0;1;60;8192;131072;write;17.775;129024.0;7258.73313
1;8;96;1;1;1;60;6144;131072;write;63.49405;6432.0;101.30082
1;8;192;1;1;1;60;128;131072;write;60.13122;10958.625;182.24517
1;8;192;0;0;1;60;1024;131072;write;60.43311;15123.0;250.24361
1;16;384;1;0;1;60;1024;131072;write;61.90738;5221.0;84.33567
8;16;192;1;1;1;60;4096;131072;write;67.76262;5828.0;86.00612
4;32;768;0;0;1;60;32;131072;write;60.0677;30845.59375;513.51378
2;32;384;0;0;1;60;1024;131072;write;60.68568;27890.0;459.58125
2;32;1536;1;0;1;60;8192;131072;write;88.21773;30808.0;349.22687
1;32;1536;0;0;1;60;512;131072;write;65.41843;3053.0;46.66881
8;32;384;1;1;1;60;4096;131072;write;71.15649;5548.0;77.96899
4;16;192;0;0;1;60;128;131072;write;57.19387;131064.0;2291.57434
4;32;1536;1;0;1;60;4096;131072;write;82.79953;10580.0;127.77851
2;32;1536;0;0;1;60;8192;131072;write;64.91207;97960.0;1509.11833
4;16;192;1;0;1;60;6144;131072;write;67.40426;7074.0;104.94886
8;16;768;1;1;1;60;32;131072;write;60.12381;11612.375;193.14103
2;8;96;0;0;1;60;4096;131072;write;60.4438;78136.0;1292.70493
8;16;192;1;0;1;60;4096;131072;write;65.99278;7516.0;113.89124
1;8;192;1;1;1;60;8192;131072;write;65.29692;8648.0;132.44116
1;32;1536;1;0;1;60;512;131072;write;66.84427;2330.5;34.86462
4;8;96;0;0;1;60;32;131072;write;60.04278;54840.8125;913.36226
4;32;1536;0;0;1;60;32;131072;write;60.0531;34569.75;575.65307
1;32;1536;0;0;1;60;8192;131072;write;67.94986;42968.0;632.3486
8;16;768;0;0;1;60;6144;131072;write;26.08712;129024.0;4945.88866
2;16;384;1;0;1;60;1024;131072;write;62.63231;7628.0;121.79018
1;32;384;0;0;1;60;4096;131072;write;60.87798;33080.0;543.38206
4;8;96;1;0;1;60;6144;131072;write;64.66493;6948.0;107.44619
2;16;192;0;0;1;60;8192;131072;write;61.1855;113296.0;1851.68063
4;16;192;1;0;1;60;32;131072;write;60.09298;11272.375;187.58221
4;8;192;0;0;1;60;1024;131072;write;60.18;60109.0;998.82021
2;16;768;1;0;1;60;128;131072;write;60.16589;11928.375;198.25809
1;8;384;1;1;1;60;8192;131072;write;72.97969;9072.0;124.30855
4;8;96;1;1;1;60;4096;131072;write;64.24233;6080.0;94.64165
8;8;384;0;0;1;60;1024;131072;write;60.33202;113714.0;1884.80351
2;16;768;0;0;1;60;128;131072;write;60.5881;58495.5;965.46179
4;8;384;1;1;1;60;128;131072;write;60.18376;14236.5;236.55054
8;32;1536;1;0;1;60;1024;131072;write;75.05698;3485.0;46.43139
1;8;96;1;0;1;60;4096;131072;write;62.11812;6452.0;103.86663
4;16;384;1;1;1;60;6144;131072;write;72.92769;9300.0;127.52358
8;8;96;0;0;1;60;32;131072;write;60.05511;76444.28125;1272.90211
2;32;768;0;0;1;60;8192;131072;write;62.30202;111336.0;1787.03662
2;16;384;1;1;1;60;6144;131072;write;71.84102;10038.0;139.72519
4;16;768;0;0;1;60;1024;131072;write;60.5935;56450.0;931.61809
4;16;768;1;0;1;60;512;131072;write;63.10356;3928.0;62.24689
1;8;384;1;0;1;60;1024;131072;write;62.70742;5217.0;83.1959
2;16;384;1;1;1;60;512;131072;write;63.86867;2663.5;41.70276
4;32;768;1;1;1;60;512;131072;write;65.0216;2075.5;31.92016
4;16;768;1;0;1;60;6144;131072;write;84.51665;10974.0;129.84423
1;8;384;0;0;1;60;128;131072;write;60.0556;32467.25;540.6199
2;16;768;1;0;1;60;6144;131072;write;70.25345;9108.0;129.64488
2;8;384;1;1;1;60;32;131072;write;60.07068;9226.46875;153.59355
2;32;1536;1;1;1;60;32;131072;write;60.24083;10701.875;177.65152
2;16;768;1;1;1;60;128;131072;write;60.4856;13330.375;220.38922
4;16;384;0;0;1;60;8192;131072;write;33.5109;129024.0;3850.20968
1;32;384;1;1;1;60;4096;131072;write;64.70021;7604.0;117.52667
4;16;768;1;0;1;60;128;131072;write;60.42033;11701.75;193.6724
1;16;192;1;0;1;60;4096;131072;write;63.07109;5812.0;92.14998
8;16;768;0;0;1;60;8192;131072;write;17.42511;129024.0;7404.48642
4;8;192;1;0;1;60;1024;131072;write;61.71338;6053.0;98.08245
8;16;384;1;0;1;60;4096;131072;write;71.05419;8208.0;115.51747
1;16;192;1;0;1;60;1024;131072;write;61.323;5114.0;83.39448
1;8;96;1;1;1;60;32;131072;write;60.01583;6030.34375;100.47922
8;32;768;0;0;1;60;128;131072;write;43.19311;131040.0;3033.81725
4;32;384;1;0;1;60;32;131072;write;60.16093;8663.90625;144.01217
4;16;768;1;1;1;60;1024;131072;write;65.33294;3996.0;61.16363
1;8;192;1;1;1;60;1024;131072;write;61.89132;3829.0;61.86651
1;32;1536;1;0;1;60;8192;131072;write;73.38927;24488.0;333.67276
8;16;768;0;0;1;60;32;131072;write;60.15216;18930.46875;314.70968
2;8;384;1;0;1;60;512;131072;write;60.91206;5674.0;93.15069
8;16;768;1;1;1;60;128;131072;write;60.20606;18325.0;304.37135
1;32;1536;1;0;1;60;32;131072;write;60.07484;2673.8125;44.50803
1;16;384;0;0;1;60;6144;131072;write;62.0383;40302.0;649.63096
4;8;96;1;1;1;60;1024;131072;write;61.9583;2698.0;43.54542
8;8;384;1;0;1;60;512;131072;write;62.27502;3924.0;63.01082
4;16;768;0;0;1;60;128;131072;write;60.02581;128403.5;2139.13822
1;8;384;0;0;1;60;1024;131072;write;61.31102;14069.0;229.46934
4;8;384;0;0;1;60;6144;131072;write;47.56218;129024.0;2712.74373
4;8;384;0;0;1;60;512;131072;write;60.23021;34959.0;580.42305
4;8;96;1;1;1;60;1024;131072;write;61.76013;2805.0;45.41765
8;8;384;1;1;1;60;1024;131072;write;68.43431;2130.0;31.12474
2;16;768;1;0;1;60;1024;131072;write;63.20086;6370.0;100.78977
4;16;384;1;0;1;60;6144;131072;write;67.70147;8442.0;124.69448
4;16;192;0;0;1;60;1024;131072;write;60.44184;51956.0;859.60317
8;8;384;1;1;1;60;32;131072;write;60.08175;8450.21875;140.64536
8;16;768;1;1;1;60;8192;131072;write;74.59246;12560.0;168.38164
8;32;768;1;0;1;60;1024;131072;write;66.80598;4686.0;70.14342
1;32;768;1;1;1;60;32;131072;write;60.1119;8035.5625;133.67673
1;16;384;0;0;1;60;512;131072;write;61.02639;7406.5;121.36553
1;16;768;1;0;1;60;4096;131072;write;65.41609;9216.0;140.88276
2;16;384;1;0;1;60;6144;131072;write;66.33665;13356.0;201.33667
2;32;768;1;1;1;60;8192;131072;write;67.9039;12288.0;180.96163
1;8;192;1;1;1;60;4096;131072;write;63.72725;6028.0;94.59062
2;8;384;1;0;1;60;4096;131072;write;65.20425;10784.0;165.38799
2;16;192;1;1;1;60;512;131072;write;60.82485;3793.0;62.35938
1;8;192;1;1;1;60;512;131072;write;69.93161;1596.5;22.82945
1;8;96;1;1;1;60;512;131072;write;61.03672;2582.5;42.3106
4;32;384;0;0;1;60;128;131072;write;60.12981;129568.625;2154.81526
8;8;96;1;1;1;60;6144;131072;write;66.85868;6492.0;97.10033
1;16;768;1;0;1;60;1024;131072;write;66.0453;5330.0;80.70218
1;16;192;1;1;1;60;128;131072;write;60.05066;11865.125;197.58526
8;16;768;1;1;1;60;1024;131072;write;70.19121;3003.0;42.78314
1;16;768;0;0;1;60;128;131072;write;60.11044;19884.25;330.79531
8;8;384;0;0;1;60;512;131072;write;60.63508;67752.5;1117.38114
1;8;384;0;0;1;60;4096;131072;write;61.70647;35836.0;580.7495
4;16;384;1;0;1;60;1024;131072;write;62.79269;6473.0;103.08525
1;32;768;0;0;1;60;512;131072;write;61.93205;7564.0;122.13386
8;8;192;1;0;1;60;512;131072;write;61.60279;4025.5;65.34607
2;32;384;1;1;1;60;32;131072;write;60.02442;9571.5625;159.46114
4;32;1536;1;1;1;60;1024;131072;write;69.28225;4924.0;71.0716
8;16;192;1;0;1;60;128;131072;write;60.19349;14723.5;244.60286
8;32;1536;0;0;1;60;32;131072;write;60.32213;72185.90625;1196.67372
1;8;192;0;0;1;60;512;131072;write;60.28632;8628.0;143.11704
2;32;384;1;1;1;60;1024;131072;write;63.88212;5340.0;83.59147
8;16;768;1;1;1;60;6144;131072;write;89.93082;10464.0;116.3561
4;8;96;0;0;1;60;8192;131072;write;38.37596;130560.0;3402.13018
8;32;1536;0;0;1;60;128;131072;write;48.23067;130944.0;2714.95274
2;8;384;0;0;1;60;4096;131072;write;60.80942;73572.0;1209.87834
2;8;384;0;0;1;60;6144;131072;write;61.40273;87426.0;1423.81303
1;16;768;0;0;1;60;8192;131072;write;64.14951;48984.0;763.59123
1;16;384;1;0;1;60;128;131072;write;60.40147;9316.25;154.23879
8;8;96;1;1;1;60;1024;131072;write;62.12666;2395.0;38.55028
1;8;384;1;0;1;60;128;131072;write;60.09222;10621.75;176.75749
8;32;768;1;1;1;60;512;131072;write;68.02538;1861.5;27.36479
1;16;768;1;1;1;60;128;131072;write;60.04248;12670.875;211.03183
8;32;1536;1;1;1;60;4096;131072;write;84.70165;10504.0;124.01175
1;16;192;1;0;1;60;6144;131072;write;68.3171;6096.0;89.23095
4;16;384;1;1;1;60;512;131072;write;64.36038;1641.5;25.50482
8;8;192;0;0;1;60;8192;131072;write;20.00796;130560.0;6525.40387
8;32;768;0;0;1;60;1024;131072;write;60.35036;115168.0;1908.32344
2;32;768;1;1;1;60;512;131072;write;64.02315;3529.0;55.12068
8;32;384;1;1;1;60;1024;131072;write;66.29696;2227.0;33.59128
1;8;96;1;0;1;60;8192;131072;write;64.41064;9504.0;147.55326
2;16;384;1;0;1;60;128;131072;write;60.06476;16401.25;273.05945
2;8;384;1;0;1;60;1024;131072;write;62.80275;7335.0;116.79425
1;32;384;1;0;1;60;8192;131072;write;68.22625;21120.0;309.55829
2;8;384;0;0;1;60;8192;131072;write;61.11283;113760.0;1861.47489
1;8;192;1;0;1;60;128;131072;write;60.102;9295.125;154.65584
4;16;768;1;1;1;60;128;131072;write;60.26461;15980.875;265.17842
2;16;192;1;1;1;60;32;131072;write;60.01535;7094.53125;118.21194
1;16;768;0;0;1;60;4096;131072;write;60.71019;27616.0;454.88242
2;8;96;0;0;1;60;1024;131072;write;60.58146;32368.0;534.28886
2;8;96;1;0;1;60;128;131072;write;60.05531;20934.625;348.58909
4;32;1536;1;0;1;60;4096;131072;write;88.48645;12068.0;136.38247
2;32;1536;0;0;1;60;6144;131072;write;61.61842;64470.0;1046.27812
2;8;96;0;0;1;60;128;131072;write;60.04238;63092.0;1050.79118
2;8;384;1;0;1;60;8192;131072;write;67.0269;23160.0;345.53291
8;8;96;1;1;1;60;128;131072;write;60.0449;10388.25;173.00804
1;16;384;1;1;1;60;128;131072;write;60.20296;10552.5;175.28208
8;32;768;0;0;1;60;32;131072;write;60.06875;85906.21875;1430.13158
8;8;384;1;0;1;60;4096;131072;write;69.72717;8228.0;118.00277
1;32;1536;1;1;1;60;4096;131072;write;85.93779;12288.0;142.98715
1;32;1536;1;0;1;60;6144;131072;write;74.0367;9600.0;129.66542
8;8;96;1;1;1;60;512;131072;write;61.93364;1243.0;20.06987
1;8;384;0;0;1;60;32;131072;write;60.03327;11819.125;196.87625
4;32;768;0;0;1;60;4096;131072;write;54.68276;129024.0;2359.50046
8;32;384;1;0;1;60;128;131072;write;60.2933;14047.75;232.99023
8;16;192;1;1;1;60;512;131072;write;61.38594;2610.5;42.52603
1;8;192;1;0;1;60;6144;131072;write;65.26452;6438.0;98.64472
8;8;96;1;0;1;60;4096;131072;write;63.62161;6040.0;94.93629
2;16;384;1;1;1;60;1024;131072;write;64.60608;4280.0;66.24764
1;16;768;1;0;1;60;32;131072;write;60.15646;4921.3125;81.80855
8;16;384;0;0;1;60;8192;131072;write;16.90899;129024.0;7630.49854
1;32;384;0;0;1;60;8192;131072;write;61.58482;54392.0;883.20467
1;32;384;0;0;1;60;512;131072;write;61.14248;5702.5;93.26577
2;32;384;1;0;1;60;128;131072;write;60.22186;15034.125;249.64565
8;8;384;0;0;1;60;128;131072;write;43.41011;131040.0;3018.65143
1;8;192;1;0;1;60;32;131072;write;60.04488;8168.75;136.04406
4;32;384;1;0;1;60;1024;131072;write;63.11236;5355.0;84.84867
2;16;192;1;0;1;60;32;131072;write;60.06197;12460.4375;207.45968
8;16;192;0;0;1;60;32;131072;write;60.10546;98294.65625;1635.36989
2;8;384;0;0;1;60;128;131072;write;60.07385;75842.375;1262.48565
4;16;384;0;0;1;60;128;131072;write;60.01039;129661.125;2160.64464
8;16;768;0;0;1;60;6144;131072;write;28.34141;129024.0;4552.48996
4;16;192;0;0;1;60;4096;131072;write;58.50882;130560.0;2231.45846
8;32;1536;1;0;1;60;512;131072;write;66.16289;2459.0;37.16585
4;8;192;0;0;1;60;6144;131072;write;52.91647;130176.0;2460.02805
4;32;768;0;0;1;60;8192;131072;write;33.51281;129024.0;3849.99077
2;8;192;1;1;1;60;1024;131072;write;61.39284;4787.0;77.97326
2;16;768;0;0;1;60;128;131072;write;60.05595;57870.375;963.60764
8;32;384;0;0;1;60;4096;131072;write;27.67349;130560.0;4717.87265
1;8;96;1;1;1;60;6144;131072;write;64.28125;6480.0;100.807
2;32;1536;1;1;1;60;1024;131072;write;66.11173;8383.0;126.8005
2;8;192;1;0;1;60;512;131072;write;60.79295;6792.0;111.72348
2;8;96;1;0;1;60;32;131072;write;60.01507;15506.09375;258.37
8;32;768;1;1;1;60;32;131072;write;60.16105;11418.28125;189.79523
1;32;384;0;0;1;60;128;131072;write;60.04064;28788.75;479.48772
2;32;384;1;0;1;60;1024;131072;write;62.59552;7673.0;122.58065
2;32;768;1;0;1;60;512;131072;write;63.0135;4288.0;68.04891
2;32;384;1;0;1;60;512;131072;write;62.46255;5698.5;91.23067
1;16;192;1;1;1;60;512;131072;write;61.36332;1937.0;31.56609
1;16;768;1;1;1;60;32;131072;write;60.12548;6734.03125;111.99962
4;16;192;1;1;1;60;512;131072;write;61.29494;2073.5;33.82824
4;32;768;1;1;1;60;128;131072;write;60.16382;17871.5;297.04729
4;32;384;1;0;1;60;4096;131072;write;65.1192;10088.0;154.9159
4;32;1536;1;0;1;60;8192;131072;write;86.9921;30360.0;348.99723
4;8;192;1;1;1;60;6144;131072;write;65.78425;7506.0;114.10027
4;32;768;1;0;1;60;32;131072;write;60.50334;7320.75;120.99745
2;16;768;0;0;1;60;1024;131072;write;61.37087;26745.0;435.79304
4;8;192;1;1;1;60;32;131072;write;60.10767;8625.375;143.49875
1;8;384;1;1;1;60;8192;131072;write;61.92683;9296.0;150.11265
8;32;1536;1;1;1;60;8192;131072;write;96.00354;16584.0;172.74364
8;8;96;1;0;1;60;512;131072;write;61.46175;2259.5;36.7627
8;16;384;0;0;1;60;6144;131072;write;27.01818;129024.0;4775.45147
4;32;768;1;1;1;60;8192;131072;write;79.34772;11816.0;148.91417
1;8;192;0;0;1;60;32;131072;write;60.01835;12800.21875;213.27174
8;32;768;1;1;1;60;512;131072;write;69.00191;1585.5;22.97762
2;16;768;1;1;1;60;8192;131072;write;81.42902;15112.0;185.58495
8;32;1536;0;0;1;60;512;131072;write;62.28792;58860.0;944.96646
4;8;96;1;0;1;60;1024;131072;write;61.26992;5635.0;91.97009
2;16;192;1;1;1;60;6144;131072;write;67.35479;7260.0;107.78743
2;32;1536;1;0;1;60;6144;131072;write;111.36781;18294.0;164.26649
8;8;192;1;1;1;60;512;131072;write;62.39648;1449.5;23.23048
4;32;1536;1;1;1;60;128;131072;write;60.41202;12843.5;212.59841
4;32;384;1;0;1;60;8192;131072;write;69.47883;14112.0;203.11223
8;32;384;0;0;1;60;512;131072;write;60.27058;63284.0;1049.99813
2;16;192;1;1;1;60;4096;131072;write;63.64183;7320.0;115.0187
8;8;96;0;0;1;60;8192;131072;write;26.89434;130560.0;4854.55273
4;16;192;1;1;1;60;6144;131072;write;65.21287;5910.0;90.62628
2;8;384;1;1;1;60;128;131072;write;60.10757;12896.0;214.54869
2;16;384;0;0;1;60;512;131072;write;60.7571;13942.0;229.47112
1;16;192;1;0;1;60;32;131072;write;60.03069;9398.15625;156.55585
4;16;192;0;0;1;60;6144;131072;write;54.29881;130176.0;2397.40075
4;8;384;0;0;1;60;4096;131072;write;55.77772;130560.0;2340.71948
4;8;384;0;0;1;60;8192;131072;write;38.22109;129024.0;3375.72786
4;8;96;1;1;1;60;32;131072;write;60.05939;8144.75;135.6116
1;32;1536;1;0;1;60;128;131072;write;60.5544;599.125;9.894
4;32;768;1;1;1;60;6144;131072;write;82.02537;11058.0;134.81196
4;16;384;1;1;1;60;128;131072;write;60.22695;11108.0;184.43571
4;8;192;0;0;1;60;8192;131072;write;40.85981;130560.0;3195.31565
1;32;384;1;0;1;60;32;131072;write;60.04367;8181.40625;136.25759
8;32;384;1;0;1;60;8192;131072;write;73.26823;13512.0;184.41827
1;32;1536;1;1;1;60;6144;131072;write;64.73673;9516.0;146.99539
1;8;192;1;0;1;60;8192;131072;write;64.35042;9264.0;143.96177
4;8;384;1;1;1;60;512;131072;write;67.33748;1316.5;19.55078
4;8;384;1;0;1;60;6144;131072;write;73.83821;10248.0;138.78993
4;32;768;1;0;1;60;1024;131072;write;68.03564;6293.0;92.49564
2;8;96;0;0;1;60;32;131072;write;60.08087;24709.65625;411.27326
1;8;96;1;0;1;60;32;131072;write;60.09156;9256.1875;154.03474
4;32;768;0;0;1;60;128;131072;write;60.01549;130886.5;2180.87863
4;16;192;1;0;1;60;4096;131072;write;64.80288;5916.0;91.29223
8;8;384;1;0;1;60;8192;131072;write;75.37002;11728.0;155.60563
1;16;384;1;1;1;60;6144;131072;write;66.08958;9132.0;138.17609
2;16;192;0;0;1;60;1024;131072;write;60.78129;29229.0;480.88809
8;32;384;1;0;1;60;6144;131072;write;76.26125;8628.0;113.1374
8;32;384;1;0;1;60;32;131072;write;60.21424;9074.59375;150.7051
2;32;768;0;0;1;60;6144;131072;write;61.99497;79380.0;1280.42638
4;16;768;0;0;1;60;32;131072;write;60.0257;39915.46875;664.97295
8;16;192;1;0;1;60;6144;131072;write;72.83522;7110.0;97.61761
1;8;192;0;0;1;60;128;131072;write;60.01947;36060.625;600.81545
4;16;192;1;1;1;60;4096;131072;write;65.04897;5820.0;89.47105
8;8;96;0;0;1;60;128;131072;write;48.05744;131064.0;2727.23668
2;32;384;1;0;1;60;8192;131072;write;68.53433;21736.0;317.15492
4;8;384;1;1;1;60;1024;131072;write;65.6602;2461.0;37.48085
4;16;768;1;0;1;60;1024;131072;write;64.78062;5602.0;86.47648
4;32;1536;1;0;1;60;6144;131072;write;110.97864;15840.0;142.73017
8;16;768;1;0;1;60;32;131072;write;60.60803;4869.78125;80.34879
4;32;768;1;0;1;60;512;131072;write;62.50305;3425.0;54.79733
2;8;384;1;0;1;60;6144;131072;write;76.62893;13074.0;170.61441
1;8;96;0;0;1;60;1024;131072;write;60.24569;13448.0;223.2193
1;16;768;1;0;1;60;512;131072;write;63.64322;1517.0;23.836
2;16;192;1;0;1;60;8192;131072;write;65.20962;10952.0;167.95068
1;32;768;1;0;1;60;4096;131072;write;78.58793;9208.0;117.16812
1;32;1536;0;0;1;60;6144;131072;write;63.27296;27666.0;437.24836
2;16;768;0;0;1;60;512;131072;write;60.76857;14477.5;238.23994
8;8;192;0;0;1;60;1024;131072;write;60.3429;94512.0;1566.24883
8;8;384;0;0;1;60;32;131072;write;60.07677;92995.125;1547.93818
4;32;384;1;1;1;60;8192;131072;write;72.99525;12160.0;166.58618
4;16;192;0;0;1;60;32;131072;write;60.10572;45731.59375;760.85254
2;16;384;1;0;1;60;512;131072;write;61.72513;4621.5;74.87226
2;32;768;0;0;1;60;1024;131072;write;61.13519;27518.0;450.11722
2;8;96;1;0;1;60;8192;131072;write;62.94257;10640.0;169.04298
2;16;192;1;0;1;60;4096;131072;write;62.3571;6740.0;108.08714
1;8;384;1;1;1;60;32;131072;write;60.09156;6294.15625;104.74276
1;32;768;1;0;1;60;8192;131072;write;60.56267;12288.0;202.89725
2;8;192;1;0;1;60;6144;131072;write;66.4511;7038.0;105.91247
2;32;1536;0;0;1;60;1024;131072;write;61.1229;21554.0;352.63382
4;32;1536;1;1;1;60;32;131072;write;60.28975;12042.34375;199.74114
1;16;768;1;0;1;60;128;131072;write;60.37033;3739.25;61.93853
4;8;192;1;1;1;60;128;131072;write;60.05549;13175.625;219.39086
4;16;384;1;0;1;60;128;131072;write;60.26862;15497.875;257.14666
8;16;384;0;0;1;60;32;131072;write;60.12823;83881.125;1395.03723
4;16;384;0;0;1;60;6144;131072;write;46.70131;129024.0;2762.74888
8;32;384;1;1;1;60;128;131072;write;60.23516;12738.625;211.48154
2;32;384;1;1;1;60;6144;131072;write;70.7851;8928.0;126.12824
4;32;1536;0;0;1;60;4096;131072;write;58.43516;129024.0;2207.98562
4;32;384;0;0;1;60;6144;131072;write;49.75393;129024.0;2593.24227
1;32;1536;1;0;1;60;4096;131072;write;109.29771;12256.0;112.13409
8;8;384;1;0;1;60;4096;131072;write;70.24734;7684.0;109.38493
8;16;384;1;1;1;60;32;131072;write;60.01788;8092.75;134.83899
8;8;192;1;0;1;60;1024;131072;write;62.47408;5248.0;84.00283
2;16;768;1;1;1;60;4096;131072;write;70.47201;12132.0;172.15345
2;32;768;1;0;1;60;128;131072;write;60.3617;10535.125;174.53327
